ID,Category,Company,date,headline,link,Sentiment,Positive Score,Negative Score,Neutral Score,Mixed Score
123,Social Media,Facebook,20180409,facebook to launch research group on election influence,https://www.wsj.com/articles/facebook-to-launch-research-group-on-election-influence-1523288641,NEUTRAL,0.002157756,0.007226351,0.990517795,9.81E-05
124,Social Media,Facebook,20180409,mark zuckerberg facebook made mistakes on fake news privacy,https://www.wsj.com/articles/mark-zuckerberg-facebook-made-mistakes-on-fake-news-privacy-1523289089,NEGATIVE,0.001170437,0.778468192,0.220351726,9.69E-06
125,Social Media,Twitter,20180410,health agency official placed on leave after pizzagate tweet,https://www.wsj.com/articles/health-agency-official-placed-on-leave-after-pizzagate-tweet-1523397512,NEUTRAL,0.001480529,0.454558969,0.541997433,0.001963088
126,Social Media,Facebook,20180410,how facebook makes so much money,https://www.wsj.com/articles/how-facebook-makes-so-much-money-1523352601,NEGATIVE,0.23537226,0.714838445,0.049780276,9.04E-06
127,Social Media,Facebook,20180410,how to find out if your facebook data might have been shared with cambridge analytica,https://www.wsj.com/articles/how-to-find-out-if-your-facebook-data-might-have-been-shared-with-cambridge-analytica-1523377799,NEUTRAL,0.000942843,0.005372819,0.993647158,3.72E-05
128,Social Media,Facebook,20180410,how active are senators on facebook,https://www.wsj.com/articles/how-active-are-senators-on-facebook-1523392182,NEUTRAL,0.00449732,0.004170303,0.99132818,4.30E-06
129,Healthcare,Pfizer,20180410,tishman speyer inks deal with pfizer and wins 1 8 billion construction loan,https://www.wsj.com/articles/tishman-speyer-inks-deal-with-pfizer-and-wins-1-8-billion-construction-loan-1523386303,NEUTRAL,0.251361668,0.000867431,0.747758508,1.23E-05
130,Airline,Delta Air Lines,20180410,delta air lines earnings what to watch,https://www.wsj.com/articles/delta-air-lines-earnings-what-to-watch-1523358001,NEUTRAL,0.167267844,0.05433432,0.778379321,1.84E-05
131,Social Media,Facebook,20180410,at facebook hearing senators signal interest in more tech regulation,https://www.wsj.com/articles/at-facebook-hearing-senators-signal-interest-in-more-tech-regulation-1523390133,NEUTRAL,0.001721426,0.014208692,0.983846545,0.000223329
132,Social Media,Twitter,20180410,trump decries fbi raid on lawyer michael cohen in morning tweets,https://www.wsj.com/articles/trump-decries-fbi-raid-on-lawyer-michael-cohen-in-morning-tweets-1523366729,NEUTRAL,0.000529622,0.014846115,0.984617233,7.01E-06
133,Social Media,Facebook,20180411,democrats unfriend facebook,https://www.wsj.com/articles/democrats-unfriend-facebook-1523487381,NEUTRAL,0.001424823,0.337734938,0.660838246,1.96E-06
134,Social Media,Facebook,20180411,facebook the company that loves misery,https://www.wsj.com/articles/facebook-the-company-that-loves-misery-1523487040,NEUTRAL,0.15737164,0.083082713,0.759504557,4.10E-05
135,E-commerce,Walmart,20180411,click to buy some sears stores are being auctioned online,https://www.wsj.com/articles/click-to-buy-some-sears-stores-are-being-auctioned-online-1523398421,NEUTRAL,0.089428246,0.113255747,0.797308564,7.37E-06
136,Social Media,Facebook,20180411,how did facebook ceo mark zuckerberg do crisis management experts weigh in,https://www.wsj.com/articles/how-did-facebook-ceo-mark-zuckerberg-do-crisis-management-experts-weigh-in-1523439001,NEUTRAL,0.001220795,0.024453159,0.974324465,1.59E-06
137,Social Media,Facebook,20180411,congressional hearing on facebook turns up heat on mark zuckerberg,https://www.wsj.com/articles/congressional-hearing-on-facebook-turns-up-heat-on-mark-zuckerberg-1523464332,NEUTRAL,0.010770877,0.022655593,0.966533065,4.04E-05
138,Airline,Delta Air Lines,20180412,delta keeps sales momentum,https://www.wsj.com/articles/delta-keeps-sales-momentum-1523531800,POSITIVE,0.410461634,0.306668341,0.26684618,0.016023768
139,Social Media,Facebook,20180412,cmo today zuckerberg returns from washington facebook time spent slips e cig ads recall big tobacco creative,https://www.wsj.com/articles/cmo-today-zuckerberg-returns-from-washington-facebook-time-spent-slips-e-cig-ads-recall-big-tobacco-creative-1523533127,NEUTRAL,0.02759115,0.125491977,0.846888483,2.84E-05
140,Social Media,Twitter,20180412,trump tweets raise questions about military planning,https://www.wsj.com/articles/trump-tweets-raise-questions-about-military-planning-1523493811,NEUTRAL,0.007220356,0.014611526,0.978122354,4.59E-05
141,Social Media,Facebook,20180412,facebook doesnt expect revenue impact over privacy concerns,https://www.wsj.com/articles/facebook-doesnt-expect-revenue-impact-over-privacy-concerns-1523555498,NEGATIVE,0.00177323,0.934521198,0.063703619,1.99E-06
142,Social Media,Facebook,20180413,notable quotable facebook and free speech,https://www.wsj.com/articles/notable-quotable-facebook-and-free-speech-1523658405,NEUTRAL,0.438405126,0.01849403,0.542397439,0.000703369
143,E-commerce,Amazon,20180413,at post office amazon isnt the only big shipper getting discounts,https://www.wsj.com/articles/at-post-office-amazon-isnt-the-only-big-shipper-getting-discounts-1523637162,NEUTRAL,0.103569306,0.119867548,0.775951922,0.000611274
144,Social Media,Twitter,20180413,japan cheers u s interest in trade deal but trump tweets caution,https://www.wsj.com/articles/japan-cheers-u-s-interest-in-trade-deal-but-trump-tweets-caution-1523593905,MIXED,0.01268063,0.039259072,0.079528213,0.868532121
145,Social Media,Twitter,20180413,trump replies to barbs in james comeys new book with twitter rant,https://www.wsj.com/articles/trump-replies-to-barbs-in-james-comeys-new-book-with-twitter-rant-1523629844,NEUTRAL,0.006066554,0.232100472,0.761620998,0.000211996
146,Social Media,Facebook,20180414,what mark zuckerberg didnt say about what facebook knows about you,https://www.wsj.com/articles/what-mark-zuckerberg-didnt-say-about-what-facebook-knows-about-you-1523726008,NEUTRAL,0.02010975,0.081716701,0.898111284,6.24E-05
147,Social Media,Twitter,20180414,trump tweets mission accomplished,https://www.wsj.com/articles/trump-tweets-mission-accomplished-1523714517,NEUTRAL,0.403398067,0.033971217,0.440321445,0.122309297
148,Social Media,Facebook,20180414,cambridge university pushes back against facebook scrutiny of research apps,https://www.wsj.com/articles/cambridge-university-pushes-back-against-facebook-scrutiny-of-research-apps-1523703601,NEUTRAL,0.008124641,0.440858483,0.550998092,1.88E-05
149,Fast Food,Starbucks,20180415,starbucks faces protest over arrest of black men,https://www.wsj.com/articles/starbucks-faces-protest-over-arrest-of-black-men-1523813258,NEUTRAL,0.001444974,0.030354843,0.96776855,0.000431705
150,E-commerce,Amazon,20180415,pricing and the usps amazon relationship,https://www.wsj.com/articles/pricing-and-the-usps-amazon-relationship-1523815356,NEUTRAL,0.048733026,0.194983914,0.756253779,2.93E-05
151,Fast Food,Starbucks,20180415,starbucks issues apology over philadelphia store arrests,https://www.wsj.com/articles/starbucks-issues-apology-over-philadelphia-store-arrests-1523798351,NEUTRAL,0.00027322,0.052275658,0.94744724,3.83E-06
152,Social Media,Facebook,20180416,at facebook median pay tops 240 000,https://www.wsj.com/articles/at-facebook-median-pay-tops-240-000-1523924535,NEUTRAL,0.003188172,0.00032301,0.99648726,1.51E-06
153,Fast Food,Starbucks,20180416,cmo today martin sorrell resigns starbucks apologizes for customers arrest comcast and netflix tie up,https://www.wsj.com/articles/cmo-today-martin-sorrell-resigns-starbucks-apologizes-for-customers-arrest-comcast-and-netflix-tie-up-1523879537,NEUTRAL,0.001223763,0.172203958,0.826566041,6.19E-06
154,Fast Food,Starbucks,20180416,starbucks coffee brands fight california ruling on cancer warnings,https://www.wsj.com/articles/starbucks-coffee-brands-fight-california-ruling-on-cancer-warnings-1523880000,NEUTRAL,0.007098555,0.156471014,0.836269855,0.000160476
155,Social Media,Snapchat,20180416,facing historic labor shortages companies snap up teenagers,https://www.wsj.com/articles/facing-historic-labor-shortages-companies-snap-up-teenagers-1523895726,NEUTRAL,0.002706199,0.22969912,0.767582893,1.18E-05
156,Fast Food,Starbucks,20180417,starbucks plans racial bias training for employees at u s stores,https://www.wsj.com/articles/starbucks-plans-racial-bias-training-for-employees-at-u-s-stores-1523993353,NEUTRAL,0.002812624,0.040523913,0.954518795,0.002144676
157,Airline,United Airlines Holdings,20180417,united trims some of its capacity growth plans for this year,https://www.wsj.com/articles/united-trims-some-of-its-capacity-growth-plans-for-this-year-1523996451,NEUTRAL,0.057841737,0.001529394,0.940621793,7.02E-06
158,Healthcare,UnitedHealth Group,20180417,unitedhealth increases guidance for year,https://www.wsj.com/articles/unitedhealth-increases-guidance-for-year-1523962199,NEUTRAL,0.236028671,0.002477396,0.761491299,2.64E-06
159,Social Media,Facebook,20180417,facebook personal data and common sense,https://www.wsj.com/articles/facebook-personal-data-and-common-sense-1523982612,NEUTRAL,0.023154002,0.006969526,0.969844759,3.17E-05
160,Social Media,Facebook,20180417,cmo today roberto quarta and wpps future netflixs blockbuster earnings facebook explains non user tracking,https://www.wsj.com/articles/cmo-today-roberto-quarta-and-wpps-future-netflixs-blockbuster-earnings-facebook-explains-non-user-tracking-1523964971,NEUTRAL,0.00971442,0.008201848,0.982082605,1.04E-06
161,E-commerce,Walmart,20180417,walmart is making its website a little less like walmart,https://www.wsj.com/articles/walmart-is-making-its-website-a-little-less-like-walmart-1523937660,NEGATIVE,0.00060552,0.942261755,0.057116665,1.60E-05
162,Airline,Southwest Airlines,20180418,southwest captain former navy pilot praised for calm amid catastrophe,https://www.wsj.com/articles/southwest-captain-former-navy-pilot-praised-for-calm-amid-catastrophe-1524065513,NEUTRAL,0.082493141,0.393391818,0.523954034,0.000161051
163,Social Media,Facebook,20180418,facebook plans to build its own chips as part of hardware push,https://www.wsj.com/articles/facebook-plans-to-build-its-own-chips-as-part-of-hardware-push-1524095525,NEUTRAL,0.012195267,0.06794741,0.919854641,2.62E-06
164,E-commerce,Amazon,20180418,amazon prime has more than 100 million members,https://www.wsj.com/articles/amazon-prime-has-more-than-100-million-members-1524088630,NEUTRAL,0.300417721,0.001504891,0.698016047,6.13E-05
165,Fast Food,Starbucks,20180418,philadelphia community leaders push starbucks to address racial injustice,https://www.wsj.com/articles/philadelphia-community-leaders-push-starbucks-to-address-racial-injustice-1524083356,NEUTRAL,0.000722766,0.448879302,0.550351202,4.67E-05
166,Airline,Southwest Airlines,20180418,mom who died in southwest plane emergency is praised as thoughtful leader,https://www.wsj.com/articles/mom-who-died-in-southwest-plane-emergency-is-praised-as-thoughtful-leader-1524075103,POSITIVE,0.68792218,0.015006247,0.291817695,0.005253919
167,Airline,Southwest Airlines,20180418,the right stuff at southwest airlines,https://www.wsj.com/articles/the-right-stuff-at-southwest-airlines-1524062826,NEUTRAL,0.358454883,0.037309527,0.540528595,0.063707009
168,Fast Food,Mc Donalds,20180418,mcdonalds problems in india grow with tax beef,https://www.wsj.com/articles/mcdonalds-problems-in-india-grow-with-tax-beef-1524059173,NEGATIVE,0.003995545,0.700673103,0.295322865,8.51E-06
169,Airline,Southwest Airlines,20180418,southwest starts accident probe,https://www.wsj.com/articles/southwest-starts-accident-probe-1524006501,NEUTRAL,0.009472924,0.202783182,0.778313994,0.009429916
170,Social Media,Facebook,20180418,facebook provides a preview of its privacy makeover,https://www.wsj.com/articles/facebook-provides-a-preview-of-its-privacy-makeover-1524027600,NEUTRAL,0.064128153,0.062368169,0.873488605,1.51E-05
171,E-commerce,Amazon,20180418,retail rivals amazon and best buy team up to sell smart tvs,https://www.wsj.com/articles/retail-rivals-amazon-and-best-buy-team-up-to-sell-smart-tvs-1524045603,NEUTRAL,0.196011364,0.149458945,0.65450722,2.25E-05
172,Fast Food,Starbucks,20180418,cmo today omnicoms clients are unbundling digital buys starbucks shuts stores for racial bias training youtube addresses creators,https://www.wsj.com/articles/cmo-today-omnicoms-clients-are-unbundling-digital-buys-starbucks-shuts-stores-for-racial-bias-training-youtube-addresses-creators-1524052031,NEUTRAL,0.000696823,0.016206408,0.983092546,4.20E-06
173,Airline,Southwest Airlines,20180418,southwest accident puts focus on widely used engine,https://www.wsj.com/articles/southwest-accident-puts-focus-on-widely-used-engine-1524053639,NEUTRAL,0.020815164,0.185852006,0.792009175,0.001323723
174,Fast Food,Starbucks,20180419,philadelphia police chief apologizes for starbucks incident,https://www.wsj.com/articles/philadelphia-police-chief-apologizes-for-starbucks-incident-1524169541,NEUTRAL,0.001085008,0.019270986,0.979641914,2.15E-06
175,Airline,Southwest Airlines,20180419,southwest passenger died of blunt impact trauma officials say,https://www.wsj.com/articles/southwest-passenger-died-of-blunt-impact-trauma-officials-say-1524172330,NEGATIVE,0.001709312,0.639111817,0.358985752,0.000193122
176,Social Media,Facebook,20180419,cmo today 21st century fox rejected comcast bid client wins lift publicis users question facebook advertiser,https://www.wsj.com/articles/cmo-today-21st-century-fox-rejected-comcast-bid-client-wins-lift-publicis-users-question-facebook-advertiser-1524138548,NEUTRAL,0.006998753,0.211986497,0.781003356,1.13E-05
177,Airline,Southwest Airlines,20180419,fan blade engine cover are factors in southwest flight 1380 engine failure,https://www.wsj.com/articles/fan-blade-engine-cover-are-factors-in-southwest-flight-1380-engine-failure-1524090195,NEUTRAL,0.001596563,0.478489876,0.519829333,8.42E-05
178,E-commerce,Walmart,20180420,at walmart the ceo makes 1 188 times as much as the median worker,https://www.wsj.com/articles/at-walmart-the-ceo-makes-1-188-times-as-much-as-the-median-worker-1524261608,NEUTRAL,0.004092316,0.007318533,0.988553882,3.53E-05
179,Social Media,Facebook,20180420,facebook has a new data policyheres the short version,https://www.wsj.com/articles/facebook-has-a-new-data-policyheres-the-short-version-1524230950,NEUTRAL,0.08777567,0.238220751,0.673877418,0.000126227
180,Social Media,Twitter,20180420,when the twitter mob came for me,https://www.wsj.com/articles/when-the-twitter-mob-came-for-me-1524234850,NEUTRAL,0.107229553,0.018519659,0.874177396,7.33E-05
181,Fast Food,Starbucks,20180422,starbucks lacks clear guidance for employees on non paying customers,https://www.wsj.com/articles/starbucks-lacks-clear-guidance-for-employees-on-non-paying-customers-1524308400,NEGATIVE,0.000327965,0.92520225,0.074434921,3.48E-05
182,Social Media,Facebook,20180422,who has more of your personal data than facebook try google,https://www.wsj.com/articles/who-has-more-of-your-personal-data-than-facebook-try-google-1524398401,NEGATIVE,0.015782842,0.549624026,0.434516579,7.65E-05
183,Airline,United Airlines Holdings,20180423,united board seeks new chairman ceo takes pay cut,https://www.wsj.com/articles/united-board-seeks-new-chairman-ceo-takes-pay-cut-1524523036,NEUTRAL,0.012591619,0.088241316,0.899162292,4.71E-06
184,Airline,Southwest Airlines,20180423,southwest cancels 40 flights for engine inspections,https://www.wsj.com/articles/southwest-cancels-40-flights-for-engine-inspections-1524482344,NEUTRAL,0.005253873,0.245480046,0.749155402,0.000110638
